"","ccode","donors","pop","pop.dens","gdp","gdp.lag","health","health.lag","pubhealth","pubtopriv","roads","cerebvas","assault","external","txp.pop","year","decom","corp","cbc","world","opt","consent.law","consent.practice","consistent","oeo","oeo2","proglib.trim","tradcon.trim","proglib.full","tradcon.full","statism","corporate","opt.na","oeo.yn","country"
"102",8,13.9,81156,22.7308629526931,19983,19811,1988,1962,8,80.2,122.591059194637,817,11,432,0.542165705554734,1993,27.7,1,0.76,"Corporatist","In","Informed","Informed","Yes",3,"Eurotrans",-0.04,1.39,0.1,1.42,1,1,"In","Y","Germany"
"103",8,12.3,81438,22.8098479119402,20690,19983,2106,1988,8.2,80.2,120.508853360839,791,11,417,0.540288317493062,1994,27.7,1,0.76,"Corporatist","In","Informed","Informed","Yes",3,"Eurotrans",-0.04,1.39,0.1,1.42,1,1,"In","Y","Germany"
"104",8,12.8,81678,22.8770691538526,21411,20690,2263,2106,8.5,80.5,115.747202429051,753,11,399,0.538700751732413,1995,27.7,1,0.76,"Corporatist","In","Informed","Informed","Yes",3,"Eurotrans",-0.04,1.39,0.1,1.42,1,1,"In","Y","Germany"
"105",8,12.7,81915,22.9434501302412,22164,21411,2410,2263,8.8,80.6,106.915705304279,725,11,385,0.537142159555637,1996,27.7,1,0.76,"Corporatist","In","Informed","Informed","Yes",3,"Eurotrans",-0.04,1.39,0.1,1.42,1,1,"In","Y","Germany"
"106",8,13.2,82035,22.9770607511974,22589,22164,2416,2410,8.5,79.1,104.211616992747,679,9,370,0.536356433229719,1997,27.7,1,0.76,"Corporatist","In","Informed","Informed","Yes",3,"Eurotrans",-0.04,1.39,0.1,1.42,1,1,"In","Y","Germany"
"107",8,13.4,82047,22.980421813293,23283,22589,2470,2416,8.3,78.6,94.9699562445915,650,9,345,0.536277987007447,1998,27.7,1,0.76,"Corporatist","In","Informed","Informed","Yes",3,"Eurotrans",-0.04,1.39,0.1,1.42,1,1,"In","Y","Germany"
"108",8,13.2,82100,22.9952665042153,24100,23283,2563,2470,8.4,78.6,94.6650426309379,608,9,339,0.535931790499391,1999,27.7,1,0.76,"Corporatist","In","Informed","Informed","Yes",3,"Eurotrans",-0.04,1.39,0.1,1.42,1,1,"In","Y","Germany"
"109",8,12.5,82212,23.0266364171078,24942,24100,2640,2563,8.3,78.8,91.2640490439352,558,7,338,0.535201673721598,2000,27.7,1,0.76,"Corporatist","In","Informed","Informed","Yes",3,"Eurotrans",-0.04,1.39,0.1,1.42,1,1,"In","Y","Germany"
"110",8,12.8,82350,23.0652886312075,25436,24942,2735,2640,8.5,78.6,84.7237401335762,535,7,329,0.534304796599879,2001,27.7,1,0.76,"Corporatist","In","Informed","Informed","Yes",3,"Eurotrans",-0.04,1.39,0.1,1.42,1,1,"In","Y","Germany"
"111",8,12.2,82489,23.1042209338151,25843,25436,2830,2735,8.6,78.5,82.9443925856781,512,7,320,0.53340445392719,2002,27.7,1,0.76,"Corporatist","In","Informed","Informed","Yes",3,"Eurotrans",-0.04,1.39,0.1,1.42,1,1,"In","Y","Germany"
"112",8,NA,NA,NA,NA,25843,2925,2830,NA,78.5,NA,NA,NA,NA,NA,NA,27.7,1,0.76,"Corporatist","In","Informed","Informed","Yes",3,"Eurotrans",-0.04,1.39,0.1,1.42,1,1,"In","Y","Germany"
"113",9,NA,56719,18.8222605694564,17430,16525,1397,1274,6.4,79.3,125.83085033234,886,25,422,0.458400183360073,NA,24.1,0,0.529,"Corporatist","In","Presumed","Informed","No",7,"None",-0.91,1.21,-0.52,1.1,1,0,"In","N","Italy"
"114",9,5.2,56751,18.8328798035442,18209,17430,1520,1397,6.6,79.2,142.429208295889,876,27,435,0.458141706754066,1991,24.1,0,0.529,"Corporatist","In","Presumed","Informed","No",7,"None",-0.91,1.21,-0.52,1.1,1,0,"In","N","Italy"
"115",9,5.8,56859,18.8687197185903,18883,18209,1584,1520,6.5,77.1,140.945145007826,832,21,419,0.457271496157161,1992,24.1,0,0.529,"Corporatist","In","Presumed","Informed","No",7,"None",-0.91,1.21,-0.52,1.1,1,0,"In","N","Italy"
"116",9,6.2,57049,18.9317714209863,19124,18883,1554,1584,6.2,76.7,125.558730214377,821,16,396,0.455748567021333,1993,24.1,0,0.529,"Corporatist","In","Presumed","Informed","No",7,"None",-0.91,1.21,-0.52,1.1,1,0,"In","N","Italy"
"117",9,7.9,57204,18.9832083360988,19903,19124,1557,1554,5.9,74.9,123.959862946647,791,15,381,0.454513670372701,1994,24.1,0,0.529,"Corporatist","In","Presumed","Informed","No",7,"None",-0.91,1.21,-0.52,1.1,1,0,"In","N","Italy"
"118",9,10.1,57301,19.0153978894272,20652,19903,1524,1557,5.3,72.2,122.510950943265,715,14,376,0.453744262752832,1995,24.1,0,0.529,"Corporatist","In","Presumed","Informed","No",7,"None",-0.91,1.21,-0.52,1.1,1,0,"In","N","Italy"
"119",9,11,57397,19.0472555916904,21396,20652,1605,1524,5.4,71.8,116.312699269997,670,14,366,0.452985347666254,1996,24.1,0,0.529,"Corporatist","In","Presumed","Informed","No",7,"None",-0.91,1.21,-0.52,1.1,1,0,"In","N","Italy"
"120",9,11.6,57512,19.0854184641933,22030,21396,1705,1605,5.6,72.2,116.706078731395,669,12,365,0.452079566003617,1997,24.1,0,0.529,"Corporatist","In","Presumed","Informed","No",7,"None",-0.91,1.21,-0.52,1.1,1,0,"In","N","Italy"
"121",9,12.3,57588,19.1106391451517,23291,22030,1800,1705,5.6,71.8,109.640897409182,670,12,359,0.451482947836355,1998,24.1,0,0.529,"Corporatist","In","Presumed","Informed","No",7,"None",-0.91,1.21,-0.52,1.1,1,0,"In","N","Italy"
"122",9,13.7,57646,19.1298865069357,23729,23291,1853,1800,5.6,72.3,115.064358324949,627,11,343,0.451028692363737,1999,24.1,0,0.529,"Corporatist","In","Presumed","Informed","No",7,"None",-0.91,1.21,-0.52,1.1,1,0,"In","N","Italy"
"123",9,14.2,57762,19.1683812305038,24629,23729,2001,1853,6,73.7,110.972611751671,597,10,327,0.450122918181503,2000,24.1,0,0.529,"Corporatist","In","Presumed","Informed","No",7,"None",-0.91,1.21,-0.52,1.1,1,0,"In","N","Italy"
"124",9,17.1,57894,19.2121855711157,25359,24629,2107,2001,6.3,76,115.417832590597,567,9,311,0.449096624866135,2001,24.1,0,0.529,"Corporatist","In","Presumed","Informed","No",7,"None",-0.91,1.21,-0.52,1.1,1,0,"In","N","Italy"
"125",9,18.1,57994,19.2453706776399,25569,25359,2166,2107,6.4,75.6,119.908956098907,537,8,295,0.448322240231748,2002,24.1,0,0.529,"Corporatist","In","Presumed","Informed","No",7,"None",-0.91,1.21,-0.52,1.1,1,0,"In","N","Italy"
"126",9,NA,NA,NA,NA,25569,2225,2166,NA,75.3,NA,NA,NA,NA,NA,NA,24.1,0,0.529,"Corporatist","In","Presumed","Informed","No",7,"None",-0.91,1.21,-0.52,1.1,1,0,"In","N","Italy"
"127",10,NA,3514,5.00071154119824,12917,11434,791,727,4.4,71.9,136.027319294252,825,7,432,0.853727945361411,NA,23.3,0,0.4646,"Liberal","In","Informed","Informed","Yes",13,"UKtrans",-0.06,-0.07,-0.45,0.09,0,0,"In","Y","Ireland"
"128",10,19,3534,5.02917318912765,13495,12917,884,791,4.8,73,125.919637804188,807,6,410,0.848896434634975,1991,23.3,0,0.4646,"Liberal","In","Informed","Informed","Yes",13,"UKtrans",-0.06,-0.07,-0.45,0.09,0,0,"In","Y","Ireland"
"129",10,19.5,3558,5.06332716664295,14241,13495,1005,884,5,71.5,116.63856098932,787,8,379,0.843170320404722,1992,23.3,0,0.4646,"Liberal","In","Informed","Informed","Yes",13,"UKtrans",-0.06,-0.07,-0.45,0.09,0,0,"In","Y","Ireland"
"130",10,17.1,3576,5.08894264977942,14927,14241,1041,1005,5.1,73.3,120.525727069351,802,7,374,0.838926174496644,1993,23.3,0,0.4646,"Liberal","In","Informed","Informed","Yes",13,"UKtrans",-0.06,-0.07,-0.45,0.09,0,0,"In","Y","Ireland"
"131",10,20.3,3590,5.10886580333001,15990,14927,1119,1041,5,71.9,112.534818941504,749,7,392,0.835654596100278,1994,23.3,0,0.4646,"Liberal","In","Informed","Informed","Yes",13,"UKtrans",-0.06,-0.07,-0.45,0.09,0,0,"In","Y","Ireland"
"132",10,24.6,3609,5.13590436886296,17789,15990,1208,1119,4.9,71.6,121.086173455251,733,8,387,0.831255195344971,1995,23.3,0,0.4646,"Liberal","In","Informed","Informed","Yes",13,"UKtrans",-0.06,-0.07,-0.45,0.09,0,0,"In","Y","Ireland"
"133",10,16.8,3636,5.17432759356767,19245,17789,1269,1208,4.7,71.4,124.587458745875,719,9,391,0.825082508250825,1996,23.3,0,0.4646,"Liberal","In","Informed","Informed","Yes",13,"UKtrans",-0.06,-0.07,-0.45,0.09,0,0,"In","Y","Ireland"
"134",10,20.9,3673,5.22698164223709,22017,19245,1417,1269,4.8,74.6,128.777566022325,665,8,394,0.81677103185407,1997,23.3,0,0.4646,"Liberal","In","Informed","Informed","Yes",13,"UKtrans",-0.06,-0.07,-0.45,0.09,0,0,"In","Y","Ireland"
"135",10,23.8,3715,5.28675110288886,23995,22017,1487,1417,4.7,76.5,123.28398384926,614,11,417,0.807537012113055,1998,23.3,0,0.4646,"Liberal","In","Informed","Informed","Yes",13,"UKtrans",-0.06,-0.07,-0.45,0.09,0,0,"In","Y","Ireland"
"136",10,18.7,3756,5.34509748114416,25936,23995,1623,1487,4.6,72.8,110.223642172524,663,10,409,0.798722044728434,1999,23.3,0,0.4646,"Liberal","In","Informed","Informed","Yes",13,"UKtrans",-0.06,-0.07,-0.45,0.09,0,0,"In","Y","Ireland"
"137",10,17.6,3801,5.40913618898534,27891,25936,1774,1623,4.7,73.3,109.181794264667,631,10,394,0.789265982636148,2000,23.3,0,0.4646,"Liberal","In","Informed","Informed","Yes",13,"UKtrans",-0.06,-0.07,-0.45,0.09,0,0,"In","Y","Ireland"
"138",10,18.2,3863,5.49736729756653,29703,27891,2059,1774,5.2,75.6,106.652860471136,599,10,379,0.776598498576236,2001,23.3,0,0.4646,"Liberal","In","Informed","Informed","Yes",13,"UKtrans",-0.06,-0.07,-0.45,0.09,0,0,"In","Y","Ireland"
"139",10,21,3932,5.59555998292301,32571,29703,2367,2059,5.5,75.2,95.6256358087487,567,10,364,0.762970498474059,2002,23.3,0,0.4646,"Liberal","In","Informed","Informed","Yes",13,"UKtrans",-0.06,-0.07,-0.45,0.09,0,0,"In","Y","Ireland"
"140",10,NA,NA,NA,NA,32571,2675,2367,NA,75.2,NA,NA,NA,NA,NA,NA,23.3,0,0.4646,"Liberal","In","Informed","Informed","Yes",13,"UKtrans",-0.06,-0.07,-0.45,0.09,0,0,"In","Y","Ireland"
"141",12,NA,14952,36.0028894774862,17707,16580,1419,1320,5.4,67.1,92.027822364901,649,9,310,0.735687533440342,NA,32.4,1,0.6,"SocDem","In","Informed","Informed","Yes",3,"Eurotrans",-0.11,0.57,0.06,0.37,0,0,"In","Y","Netherlands"
"142",12,14.9,15070,36.2870214302914,18708,17707,1532,1419,5.7,69,85.0033178500332,651,11,314,0.72992700729927,1991,32.4,1,0.6,"SocDem","In","Informed","Informed","Yes",3,"Eurotrans",-0.11,0.57,0.06,0.37,0,0,"In","Y","Netherlands"
"143",12,15.1,15184,36.561521791476,19285,18708,1623,1532,6.1,72.8,82.5210748155954,650,12,309,0.724446786090622,1992,32.4,1,0.6,"SocDem","In","Informed","Informed","Yes",3,"Eurotrans",-0.11,0.57,0.06,0.37,0,0,"In","Y","Netherlands"
"144",12,15.4,15290,36.8167589694197,19856,19285,1700,1623,6.3,73.6,80.7717462393721,638,12,295,0.719424460431655,1993,32.4,1,0.6,"SocDem","In","Informed","Informed","Yes",3,"Eurotrans",-0.11,0.57,0.06,0.37,0,0,"In","Y","Netherlands"
"145",12,13.1,15383,37.0406934745967,20768,19856,1745,1700,6.1,72.9,84.3788597802769,616,10,294,0.715075082883703,1994,32.4,1,0.6,"SocDem","In","Informed","Informed","Yes",3,"Eurotrans",-0.11,0.57,0.06,0.37,0,0,"In","Y","Netherlands"
"146",12,15.2,15459,37.2236937153865,21723,20768,1827,1745,6,71,86.2927744356039,594,12,286,0.711559609289087,1995,32.4,1,0.6,"SocDem","In","Informed","Informed","Yes",3,"Eurotrans",-0.11,0.57,0.06,0.37,0,0,"In","Y","Netherlands"
"147",12,15.1,15531,37.3970623645557,22541,21723,1878,1827,5.5,66.2,75.9770781018608,577,13,293,0.708260897559719,1996,32.4,1,0.6,"SocDem","In","Informed","Informed","Yes",3,"Eurotrans",-0.11,0.57,0.06,0.37,0,0,"In","Y","Netherlands"
"148",12,14.4,15611,37.5896941969661,23753,22541,1936,1878,5.5,67.8,74.4987508807892,563,13,282,0.704631349689322,1997,32.4,1,0.6,"SocDem","In","Informed","Informed","Yes",3,"Eurotrans",-0.11,0.57,0.06,0.37,0,0,"In","Y","Netherlands"
"149",12,13,15707,37.8208523958584,24780,23753,2016,1936,5.5,67.8,67.8678296301012,552,11,265,0.700324695995416,1998,32.4,1,0.6,"SocDem","In","Informed","Informed","Yes",3,"Eurotrans",-0.11,0.57,0.06,0.37,0,0,"In","Y","Netherlands"
"150",12,10.9,15812,38.0736816758969,25438,24780,2098,2016,5.5,67.8,68.9349860865166,557,12,276,0.695674171515305,1999,32.4,1,0.6,"SocDem","In","Informed","Informed","Yes",3,"Eurotrans",-0.11,0.57,0.06,0.37,0,0,"In","Y","Netherlands"
"151",12,12.6,15926,38.3481820370816,26873,25438,2196,2098,5.5,67.8,67.939218887354,538,11,270,0.690694461886224,2000,32.4,1,0.6,"SocDem","In","Informed","Informed","Yes",3,"Eurotrans",-0.11,0.57,0.06,0.37,0,0,"In","Y","Netherlands"
"152",12,11.6,16046,38.6371297856971,28756,26873,2455,2196,5.5,67.8,61.8845818272467,519,10,264,0.685529103826499,2001,32.4,1,0.6,"SocDem","In","Informed","Informed","Yes",3,"Eurotrans",-0.11,0.57,0.06,0.37,0,0,"In","Y","Netherlands"
"153",12,12.6,16149,38.8851432699254,28983,28756,2643,2455,5.5,67.8,61.1183355006502,500,9,258,0.681156727970772,2002,32.4,1,0.6,"SocDem","In","Informed","Informed","Yes",3,"Eurotrans",-0.11,0.57,0.06,0.37,0,0,"In","Y","Netherlands"
"154",12,NA,NA,NA,NA,28983,2831,2643,NA,67.8,NA,NA,NA,NA,NA,NA,32.4,1,0.6,"SocDem","In","Informed","Informed","Yes",3,"Eurotrans",-0.11,0.57,0.06,0.37,0,0,"In","Y","Netherlands"
"155",13,NA,4242,1.30974434975917,17905,16942,1385,1297,6.4,82.8,78.2649693540783,816,11,518,0.235737859500236,NA,38.3,1,0.75,"SocDem","Out","Presumed","Informed","No",10,"Scandiatrans",1.24,-0.1,1.43,0,0,1,"Out","Y","Norway"
"156",13,15.2,4262,1.31591947634927,19134,17905,1542,1385,6.8,84.5,75.7860159549507,758,14,482,0.234631628343501,1991,38.3,1,0.75,"SocDem","Out","Presumed","Informed","No",10,"Scandiatrans",1.24,-0.1,1.43,0,0,1,"Out","Y","Norway"
"157",13,14.3,4286,1.32332962825738,20128,19134,1643,1542,6.9,84.8,75.8282781147923,760,11,463,0.233317778814746,1992,38.3,1,0.75,"SocDem","Out","Presumed","Informed","No",10,"Scandiatrans",1.24,-0.1,1.43,0,0,1,"Out","Y","Norway"
"158",13,17.1,4312,1.3313572928245,21047,20128,1688,1643,6.8,84.6,65.1669758812616,767,10,442,0.23191094619666,1993,38.3,1,0.75,"SocDem","Out","Presumed","Informed","No",10,"Scandiatrans",1.24,-0.1,1.43,0,0,1,"Out","Y","Norway"
"159",13,16,4337,1.33907620106212,22503,21047,1777,1688,6.7,84.6,65.252478671893,696,7,405,0.230574129582661,1994,38.3,1,0.75,"SocDem","Out","Presumed","Informed","No",10,"Scandiatrans",1.24,-0.1,1.43,0,0,1,"Out","Y","Norway"
"160",13,15.7,4359,1.34586884031123,23868,22503,1892,1777,6.7,84.2,69.9701766460197,668,10,412,0.229410415232852,1995,38.3,1,0.75,"SocDem","Out","Presumed","Informed","No",10,"Scandiatrans",1.24,-0.1,1.43,0,0,1,"Out","Y","Norway"
"161",13,15.1,4381,1.35266147956033,26218,23868,2064,1892,6.6,84.2,58.2058890664232,689,10,394,0.228258388495777,1996,38.3,1,0.75,"SocDem","Out","Presumed","Informed","No",10,"Scandiatrans",1.24,-0.1,1.43,0,0,1,"Out","Y","Norway"
"162",13,15.1,4405,1.36007163146845,27784,26218,2179,2064,6.6,84.3,68.7854710556186,646,9,406,0.227014755959137,1997,38.3,1,0.75,"SocDem","Out","Presumed","Informed","No",10,"Scandiatrans",1.24,-0.1,1.43,0,0,1,"Out","Y","Norway"
"163",13,15.6,4432,1.36840805236507,27323,27784,2314,2179,7.2,84.7,79.4223826714802,639,10,408,0.225631768953069,1998,38.3,1,0.75,"SocDem","Out","Presumed","Informed","No",10,"Scandiatrans",1.24,-0.1,1.43,0,0,1,"Out","Y","Norway"
"164",13,15.5,4462,1.37767074225022,30005,27323,2561,2314,7.3,85.2,68.1308830121022,593,8,424,0.224114746750336,1999,38.3,1,0.75,"SocDem","Out","Presumed","Informed","No",10,"Scandiatrans",1.24,-0.1,1.43,0,0,1,"Out","Y","Norway"
"165",13,17.6,4491,1.38662467580585,35829,30005,2747,2561,6.5,85,75.9296370518815,554,12,412,0.222667557336896,2000,38.3,1,0.75,"SocDem","Out","Presumed","Informed","No",10,"Scandiatrans",1.24,-0.1,1.43,0,0,1,"Out","Y","Norway"
"166",13,14.4,4514,1.39372607138446,36554,35829,2946,2747,6.9,85.2,60.9215773150199,523,8,383,0.221533008418254,2001,38.3,1,0.75,"SocDem","Out","Presumed","Informed","No",10,"Scandiatrans",1.24,-0.1,1.43,0,0,1,"Out","Y","Norway"
"167",13,13.7,4538,1.40113622329258,35531,36554,3083,3258,7.4,85.3,68.3120317320406,492,4,354,0.220361392684002,2002,38.3,1,0.75,"SocDem","Out","Presumed","Informed","No",10,"Scandiatrans",1.24,-0.1,1.43,0,0,1,"Out","Y","Norway"
"168",13,NA,NA,NA,NA,35531,3220,3409,NA,85.5,NA,NA,NA,NA,NA,NA,38.3,1,0.75,"SocDem","Out","Presumed","Informed","No",10,"Scandiatrans",1.24,-0.1,1.43,0,0,1,"Out","Y","Norway"
"169",14,NA,38850,7.67801735212158,12971,12051,865,759,5.3,78.7,232.483912483912,862,9,453,0.720720720720721,NA,NA,NA,NA,NA,"Out","Presumed","Informed","No",11,"None",NA,NA,NA,NA,1,0,"Out","N","Spain"
"170",14,20.2,38920,7.6918516176209,13754,12971,946,865,5.3,77.5,227.029804727646,856,9,441,0.719424460431655,1991,NA,NA,NA,NA,"Out","Presumed","Informed","No",11,"None",NA,NA,NA,NA,1,0,"Out","N","Spain"
"171",14,21.7,39011,7.70983616277001,14331,13754,1035,946,5.6,77.4,200.405013970419,786,8,405,0.71774627669119,1992,NA,NA,NA,NA,"Out","Presumed","Informed","No",11,"None",NA,NA,NA,NA,1,0,"Out","N","Spain"
"172",14,22.6,39096,7.72663491373347,14359,14331,1084,1035,5.8,76.6,163.085737671373,752,9,381,0.716185799058727,1993,NA,NA,NA,NA,"Out","Presumed","Informed","No",11,"None",NA,NA,NA,NA,1,0,"Out","N","Spain"
"173",14,25,39166,7.74046917923279,15024,14359,1116,1084,5.6,75.5,143.338610018894,719,8,368,0.714905785630394,1994,NA,NA,NA,NA,"Out","Presumed","Informed","No",11,"None",NA,NA,NA,NA,1,0,"Out","N","Spain"
"174",14,27,39223,7.75173422399652,15720,15024,1195,1116,5.5,72.2,146.57216429136,681,8,367,0.713866863829896,1995,NA,NA,NA,NA,"Out","Presumed","Informed","No",11,"None",NA,NA,NA,NA,1,0,"Out","N","Spain"
"175",14,26.8,39279,7.76280163639598,16416,15720,1250,1195,5.5,72.4,139.565671223809,644,8,362,0.712849105119784,1996,NA,NA,NA,NA,"Out","Presumed","Informed","No",11,"None",NA,NA,NA,NA,1,0,"Out","N","Spain"
"176",14,29,39348,7.77643826953102,17203,16416,1287,1250,5.4,72.5,142.421469960354,609,8,361,0.711599064755515,1997,NA,NA,NA,NA,"Out","Presumed","Informed","No",11,"None",NA,NA,NA,NA,1,0,"Out","N","Spain"
"177",14,31.5,39453,7.79718966778,18332,17203,1371,1287,5.4,72.2,150.989785314171,597,8,366,0.70970521886802,1998,NA,NA,NA,NA,"Out","Presumed","Informed","No",11,"None",NA,NA,NA,NA,1,0,"Out","N","Spain"
"178",14,33.4,39626,7.83138006679974,19546,18332,1467,1371,5.4,72,144.803916620401,587,8,351,0.706606773330641,1999,NA,NA,NA,NA,"Out","Presumed","Informed","No",11,"None",NA,NA,NA,NA,1,0,"Out","N","Spain"
"179",14,33.9,40614,8.0266408427044,20017,19546,1493,1467,5.3,71.5,142.2169695179,530,9,349,0.689417442261289,2000,NA,NA,NA,NA,"Out","Presumed","Informed","No",11,"None",NA,NA,NA,NA,1,0,"Out","N","Spain"
"180",14,32.5,41201,8.1426510405344,20864,20017,1567,1493,5.4,71.3,133.880245625106,473,10,347,0.679595155457392,2001,NA,NA,NA,NA,"Out","Presumed","Informed","No",11,"None",NA,NA,NA,NA,1,0,"Out","N","Spain"
"181",14,33.7,41874,8.27565762169213,21592,20864,1646,1567,5.4,71.4,127.692601614367,416,11,345,0.668672684720829,2002,NA,NA,NA,NA,"Out","Presumed","Informed","No",11,"None",NA,NA,NA,NA,1,0,"Out","N","Spain"
"182",14,NA,NA,NA,NA,21592,1725,1646,NA,71.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Out","Presumed","Informed","No",11,"None",NA,NA,NA,NA,1,0,"Out","N","Spain"
"183",15,NA,8559,1.90216908169615,18660,17915,1566,1497,7.5,89.9,99.0769949760486,669,12,468,0.701016473887136,NA,39.1,1,0.83,"SocDem","Out","Presumed","Informed","No",10,"Scandiatrans",2.57,-0.58,2.27,-1.29,0,1,"Out","Y","Sweden"
"184",15,16.4,8617,1.9150591163659,19000,18660,1552,1566,7.2,88.2,89.5903446675177,670,14,454,0.696298015550656,1991,39.1,1,0.83,"SocDem","Out","Presumed","Informed","No",10,"Scandiatrans",2.57,-0.58,2.27,-1.29,0,1,"Out","Y","Sweden"
"185",15,14.9,8668,1.9263934571962,19116,19000,1594,1552,7.3,87.2,85.9483156437471,648,13,419,0.692201199815413,1992,39.1,1,0.83,"SocDem","Out","Presumed","Informed","No",10,"Scandiatrans",2.57,-0.58,2.27,-1.29,0,1,"Out","Y","Sweden"
"186",15,15.2,8719,1.93772779802649,19063,19116,1637,1594,7.5,87.4,87.0512673471729,632,12,407,0.688152311044845,1993,39.1,1,0.83,"SocDem","Out","Presumed","Informed","No",10,"Scandiatrans",2.57,-0.58,2.27,-1.29,0,1,"Out","Y","Sweden"
"187",15,12.8,8781,1.9515068006045,20132,19063,1648,1637,7.1,87.1,71.9735793189842,605,12,421,0.683293474547318,1994,39.1,1,0.83,"SocDem","Out","Presumed","Informed","No",10,"Scandiatrans",2.57,-0.58,2.27,-1.29,0,1,"Out","Y","Sweden"
"188",15,13,8827,1.96172993154947,21290,20132,1733,1648,7.1,86.6,66.7270873456441,587,10,379,0.679732638495525,1995,39.1,1,0.83,"SocDem","Out","Presumed","Informed","No",10,"Scandiatrans",2.57,-0.58,2.27,-1.29,0,1,"Out","Y","Sweden"
"189",15,11.9,8841,1.96484131922838,22029,21290,1845,1733,7.3,86.9,64.6985635109151,585,12,363,0.678656260604004,1996,39.1,1,0.83,"SocDem","Out","Presumed","Informed","No",10,"Scandiatrans",2.57,-0.58,2.27,-1.29,0,1,"Out","Y","Sweden"
"190",15,12.6,8846,1.9659525291137,22756,22029,1870,1845,7.1,85.8,60.705403572236,591,10,366,0.678272665611576,1997,39.1,1,0.83,"SocDem","Out","Presumed","Informed","No",10,"Scandiatrans",2.57,-0.58,2.27,-1.29,0,1,"Out","Y","Sweden"
"191",15,14.6,8851,1.96706373899902,23525,22756,1961,1870,7.2,85.8,61.123036944978,588,11,368,0.677889504010846,1998,39.1,1,0.83,"SocDem","Out","Presumed","Informed","No",10,"Scandiatrans",2.57,-0.58,2.27,-1.29,0,1,"Out","Y","Sweden"
"192",15,12.1,8858,1.96861943283847,25099,23525,2119,1961,7.2,85.7,59.9458116956424,571,12,355,0.677353804470535,1999,39.1,1,0.83,"SocDem","Out","Presumed","Informed","No",10,"Scandiatrans",2.57,-0.58,2.27,-1.29,0,1,"Out","Y","Sweden"
"193",15,10.9,8872,1.97173082051738,26574,25099,2243,2119,7.2,84.9,65.3742110009017,555,10,352,0.676284941388638,2000,39.1,1,0.83,"SocDem","Out","Presumed","Informed","No",10,"Scandiatrans",2.57,-0.58,2.27,-1.29,0,1,"Out","Y","Sweden"
"194",15,12.1,8896,1.97706462796693,26902,26574,2370,2243,7.5,84.9,65.535071942446,531,9,382,0.674460431654676,2001,39.1,1,0.83,"SocDem","Out","Presumed","Informed","No",10,"Scandiatrans",2.57,-0.58,2.27,-1.29,0,1,"Out","Y","Sweden"
"195",15,11,8925,1.9835096453018,27255,26902,2517,2370,7.9,85.3,62.7450980392157,507,8,412,0.672268907563025,2002,39.1,1,0.83,"SocDem","Out","Presumed","Informed","No",10,"Scandiatrans",2.57,-0.58,2.27,-1.29,0,1,"Out","Y","Sweden"
"196",15,NA,NA,NA,NA,27255,2664,2517,NA,85.3,NA,NA,NA,NA,NA,NA,39.1,1,0.83,"SocDem","Out","Presumed","Informed","No",10,"Scandiatrans",2.57,-0.58,2.27,-1.29,0,1,"Out","Y","Sweden"
"197",16,NA,6712,16.2557519980625,24648,23009,2040,1915,4.3,52.4,142.133492252682,545,13,638,1.04290822407628,NA,29.8,0,0.43,"Corporatist",NA,"Presumed","Informed","No",12,"None",-0.98,-0.94,-0.62,-0.97,0,1,NA,"N","Switzerland"
"198",16,15.6,6797,16.4616129813514,24879,24648,2220,2040,4.7,52.8,126.526408709725,507,13,637,1.02986611740474,1991,29.8,0,0.43,"Corporatist",NA,"Presumed","Informed","No",12,"None",-0.98,-0.94,-0.62,-0.97,0,1,NA,"N","Switzerland"
"199",16,14.8,6875,16.650520707193,25135,24879,2345,2220,5,53.8,121.309090909091,492,14,605,1.01818181818182,1992,29.8,0,0.43,"Corporatist",NA,"Presumed","Informed","No",12,"None",-0.98,-0.94,-0.62,-0.97,0,1,NA,"N","Switzerland"
"200",16,16.6,6938,16.8031000242189,25316,25135,2384,2345,5.1,54.3,104.20870567887,477,16,558,1.00893629287979,1993,29.8,0,0.43,"Corporatist",NA,"Presumed","Informed","No",12,"None",-0.98,-0.94,-0.62,-0.97,0,1,NA,"N","Switzerland"
"201",16,15.9,6994,16.9387260837975,25901,25316,2457,2384,5.1,54.2,97.0832141835859,466,13,562,1.0008578781813,1994,29.8,0,0.43,"Corporatist",NA,"Presumed","Informed","No",12,"None",-0.98,-0.94,-0.62,-0.97,0,1,NA,"N","Switzerland"
"202",16,13,7041,17.0525550980867,26304,25901,2555,2457,5.2,53.8,98.2814941059509,441,10,443,0.994176963499503,1995,29.8,0,0.43,"Corporatist",NA,"Presumed","Informed","No",12,"None",-0.98,-0.94,-0.62,-0.97,0,1,NA,"N","Switzerland"
"203",16,12.57,7072,17.1276338096391,26180,26304,2654,2555,5.5,54.7,87.10407239819,414,11,417,0.989819004524887,1996,29.8,0,0.43,"Corporatist",NA,"Presumed","Informed","No",12,"None",-0.98,-0.94,-0.62,-0.97,0,1,NA,"N","Switzerland"
"204",16,14.28,7089,17.1688060062969,27675,26180,2812,2654,5.6,55.2,82.8043447594865,412,14,407,0.987445337847369,1997,29.8,0,0.43,"Corporatist",NA,"Presumed","Informed","No",12,"None",-0.98,-0.94,-0.62,-0.97,0,1,NA,"N","Switzerland"
